zip_code_prefix,lat,lng,state
1250,-23.547640483075995,-46.671972633543334,SP
1251,-23.54837451640475,-46.67484647170287,SP
1252,-23.541753975470872,-46.67893404000763,SP
1253,-23.54492912635292,-46.679164692087,SP
1254,-23.543337420255035,-46.680852402934015,SP
1255,-23.546369835319183,-46.68154172682528,SP
1256,-23.547773256174622,-46.682838349154586,SP
1257,-23.54360983905432,-46.687838575110746,SP
1258,-23.544037017325074,-46.686850912471364,SP
1259,-23.541418553843283,-46.68530389676934,SP
1262,-23.550856391462712,-46.67735184892536,SP
1290,-23.54096134139296,-46.657748702752585,SP
1301,-23.549328970281223,-46.65089009868754,SP
1302,-23.549002921262293,-46.6495522786361,SP
1303,-23.54950569815466,-46.64843251428849,SP
1304,-23.554056434811184,-46.655202368713134,SP
1305,-23.552622735865256,-46.652538288772064,SP
1306,-23.553785206718914,-46.649605096945386,SP
1307,-23.55277801011571,-46.65320770049062,SP
1308,-23.555981373614504,-46.65331111428114,SP
1309,-23.555493080015935,-46.658452189500665,SP
1310,-23.561652948469515,-46.65602130430728,SP
1311,-23.564504609380947,-46.652792655953206,SP
1312,-23.554793872613402,-46.64961491794625,SP
1313,-23.556111699158382,-46.65057380587249,SP
1314,-23.552640734461253,-46.64520437763303,SP
1315,-23.55408999997805,-46.640389095697635,SP
1316,-23.55295484539391,-46.6394328193213,SP
1317,-23.556238213645067,-46.640059865228494,SP
1318,-23.559447989888127,-46.642412737332194,SP
1319,-23.55188165773143,-46.640727972716256,SP
1320,-23.557955062291963,-46.639347399325395,SP
1321,-23.56212863488459,-46.64191854981315,SP
1322,-23.56317165882958,-46.64345614157524,SP
1323,-23.56573478465023,-46.64147810312641,SP
1324,-23.55521473546572,-46.643150740203204,SP
1325,-23.557390163497686,-46.644458336676024,SP
1326,-23.55653901468896,-46.645439561798014,SP
1327,-23.565113424714426,-46.644944579328765,SP
1328,-23.555992686485013,-46.64679480230547,SP
1329,-23.56197752132482,-46.64728109566715,SP
1330,-23.559037886116048,-46.64945883730208,SP
1331,-23.56266441471218,-46.64999665805783,SP
1332,-23.559568587578646,-46.65245164487606,SP
1333,-23.56643505240895,-46.64756359661896,SP
1401,-23.575807250351687,-46.6586546272466,SP
1402,-23.574837390049076,-46.65739203989358,SP
1403,-23.56875503877107,-46.65340944414581,SP
1404,-23.568544733628446,-46.65578027665806,SP
1405,-23.564762579634394,-46.65513838518373,SP
1406,-23.574814338967826,-46.67029927274052,SP
1407,-23.576111884428947,-46.67139205737759,SP
1408,-23.56711189502811,-46.66081341581779,SP
1409,-23.56146082458661,-46.6582620039177,SP
1410,-23.562831445869627,-46.66092524802457,SP
1411,-23.56424786754298,-46.66405956794994,SP
1412,-23.563651580737666,-46.66602412107524,SP
1413,-23.561814504124452,-46.664033954271915,SP
1414,-23.559623493719684,-46.663496455320605,SP
1415,-23.55609171648326,-46.660462198375534,SP
1416,-23.560692913961415,-46.6676885326705,SP
1417,-23.55277885309958,-46.63393189503633,SP
1418,-23.56411614903987,-46.65527239864379,SP
1419,-23.563541620009783,-46.655949613048826,SP
1420,-23.563435490498804,-46.657916039196984,SP
1421,-23.563299264968794,-46.66015369245716,SP
1422,-23.563961910707366,-46.661132368415885,SP
1423,-23.5691451171934,-46.65734766505131,SP
1424,-23.568041456805936,-46.66139884320943,SP
1425,-23.57289853249542,-46.65924739236762,SP
1426,-23.56586039709828,-46.666031696326776,SP
1427,-23.571044764791594,-46.664068614217655,SP
1428,-23.573938872860044,-46.66232632374679,SP
1429,-23.576384455529094,-46.662900007074334,SP
1430,-23.65614006235602,-46.66250204609212,SP
1431,-23.620388779836066,-46.66476818452366,SP
1432,-23.576485879805993,-46.6657860583567,SP
1433,-23.57840745461661,-46.66837295595987,SP
1434,-23.574646544842807,-46.672377399015254,SP
1435,-23.579321845605374,-46.67017866896868,SP
1436,-23.57245538592821,-46.66798871616942,SP
1437,-23.5721412540443,-46.67150329618942,SP
1438,-23.569803708774252,-46.67226487905968,SP
1439,-23.566289488092035,-46.673571417782284,SP
1440,-23.568289458157125,-46.67817024606098,SP
1441,-23.570603894261335,-46.68373209675989,SP
1442,-23.566530732061704,-46.67861605515884,SP
1443,-23.568268938910105,-46.68450786333133,SP
1444,-23.573235541829785,-46.68752695447545,SP
1445,-23.57103798335723,-46.6880680072701,SP
1446,-23.575583788550983,-46.675498893884544,SP
1447,-23.572786809489713,-46.67888556258398,SP
1448,-23.578237896388124,-46.6798226933562,SP
1449,-23.57611691772789,-46.67995669824681,SP
1450,-23.576453178872974,-46.68518508958671,SP
1451,-23.577435950107763,-46.68698984950365,SP
1452,-23.574996445978105,-46.68887938403559,SP
1453,-23.584059003974733,-46.686376108944685,SP
1454,-23.582376976278088,-46.68670275509791,SP
1455,-23.5805541360028,-46.69112136854047,SP
1456,-23.576839765441044,-46.690987249007264,SP
1457,-23.575237809829588,-46.69270350960497,SP
1472,-23.57054369248079,-46.69129667943905,SP
1489,-23.57664998889148,-46.68740004775216,SP
1501,-23.552469356196873,-46.63548543836741,SP
1502,-23.55460594212854,-46.635492561139046,SP
1503,-23.557709002952702,-46.63676937101554,SP
1504,-23.566860580458098,-46.63950529622234,SP
1505,-23.55526761118644,-46.63182476204627,SP
1506,-23.559558667862476,-46.635032185031825,SP
1507,-23.558146418434657,-46.63176589052542,SP
1508,-23.56142363121043,-46.63583005941286,SP
1509,-23.567010080253134,-46.6357981412501,SP
1510,-23.55760216498659,-46.63361528281082,SP
1511,-23.561456812728604,-46.63294793571508,SP
1512,-23.55371720607981,-46.629499097304134,SP
1513,-23.548914356972645,-46.60384461609752,SP
1514,-23.55437781878454,-46.628337768628526,SP
1516,-23.559073244239702,-46.615479964241814,SP
1517,-23.559613278440462,-46.624003480698924,SP
1518,-23.559209262391253,-46.62318692012759,SP
1519,-23.56092636240119,-46.62475706787166,SP
1520,-23.559378269055898,-46.62016401941447,SP
1521,-23.561174444941713,-46.62150903166886,SP
1522,-23.559920265800766,-46.61598186753573,SP
1523,-23.564203478452267,-46.61689706470856,SP
1524,-23.567783274833246,-46.61340053805785,SP
1525,-23.564028977467743,-46.634953911249525,SP
1526,-23.565952267759908,-46.630943918566196,SP
1527,-23.56243917352596,-46.62919220917374,SP
1528,-23.564770045306158,-46.627165924834166,SP
1529,-23.56843915687453,-46.634555491641365,SP
1530,-23.56894449806347,-46.63008918820539,SP
1531,-23.570760627713355,-46.632425247383914,SP
1532,-23.570534217612966,-46.6361118769605,SP
1533,-23.57116812309982,-46.638364543350306,SP
1534,-23.56754359015962,-46.626085143450275,SP
1535,-23.572433214905786,-46.625241361882196,SP
1536,-23.56903213145491,-46.623436273556386,SP
1537,-23.57442284838845,-46.623137264431584,SP
1538,-23.576312823278336,-46.623629347944245,SP
1539,-23.5711528559151,-46.62043601303771,SP
1540,-23.565851346289616,-46.62258150860084,SP
1541,-23.56925274057871,-46.61861697305809,SP
1542,-23.57106582708015,-46.62406014113324,SP
1543,-23.573720975073687,-46.62387176826929,SP
1544,-23.577255432718097,-46.62163174221563,SP
1545,-23.58097414309849,-46.61831033162644,SP
1546,-23.579039318151207,-46.62195565179699,SP
1547,-23.5829939617234,-46.62112676164033,SP
1548,-23.576927145286824,-46.613420785200006,SP
1549,-23.576317533999337,-46.615586656693765,SP
1550,-23.57305660659289,-46.616150545611475,SP
1551,-23.572737912267932,-46.61268007361107,SP
1552,-23.56949069519509,-46.611321773237286,SP
1553,-23.57448792318107,-46.60919807994077,SP
2009,-23.515799103830265,-46.64113909097136,SP
2010,-23.51056158921295,-46.62635497331379,SP
2011,-23.5043850341285,-46.626621045901096,SP
2012,-23.513066026188508,-46.63196817761764,SP
2013,-23.5022061742251,-46.63311453979948,SP
2016,-23.50398483876719,-46.6256721599388,SP
2017,-23.500742944360795,-46.63469457728485,SP
2018,-23.49570370617884,-46.62970690460869,SP
2019,-23.49826308491997,-46.629651561730405,SP
2020,-23.496468603688918,-46.63329280565478,SP
2021,-23.498309141177288,-46.6358858984643,SP
2022,-23.50407390342452,-46.63767093473863,SP
2028,-23.508702544567765,-46.61833692171872,SP
2029,-23.509362078522784,-46.61934355300127,SP
2030,-23.505871338521406,-46.62468256911272,SP
2031,-23.510062708819763,-46.6257781627838,SP
2032,-23.511068260729207,-46.62384982222437,SP
2033,-23.499900453395483,-46.61504999074923,SP
2034,-23.504072876495652,-46.62414421625581,SP
2035,-23.496211310932598,-46.62282500873062,SP
2036,-23.501744307143422,-46.6208028623093,SP
2037,-23.49971822107626,-46.620555045277534,SP
2038,-23.495237528059075,-46.62416228233207,SP
2039,-23.493025095973085,-46.621603479583534,SP
2040,-23.48965996001442,-46.62257166509295,SP
2041,-23.490626476607115,-46.62307980262542,SP
2042,-23.494233904442233,-46.616377152437465,SP
2043,-23.489943419781984,-46.61612445688869,SP
2044,-23.495724717630402,-46.618787965852384,SP
2045,-23.49614649201779,-46.616402919178896,SP
2046,-23.492280455300875,-46.61176940207568,SP
2047,-23.51721555382505,-46.61867396387229,SP
2049,-23.514166590335094,-46.61736559414439,SP
2050,-23.51734415478188,-46.61213522693959,SP
2051,-23.509988340079175,-46.60776441539105,SP
2052,-23.512974466155033,-46.607783784796915,SP
2053,-23.513227598850428,-46.602792691111006,SP
2054,-23.51719550809534,-46.60669921220444,SP
2055,-23.514029731318836,-46.60712616164343,SP
2056,-23.512302133311653,-46.60278807725412,SP
2060,-23.51900515519527,-46.602860931821475,SP
2064,-23.517676960434017,-46.597964629407336,SP
2065,-23.507711240884003,-46.605369299131056,SP
2066,-23.508643305017994,-46.605295668815735,SP
2067,-23.506720281053298,-46.6036534199635,SP
2068,-23.5051325062282,-46.61237532076288,SP
2069,-23.505534343983758,-46.613927707539226,SP
2071,-23.504278758029912,-46.606427672351096,SP
2072,-23.500164927840164,-46.60405533511347,SP
2073,-23.501832028037192,-46.60713393030522,SP
2074,-23.50521986198309,-46.60044750495475,SP
2075,-23.505454220429975,-46.60232703217921,SP
2076,-23.504660529782434,-46.59909846180968,SP
2077,-23.502316162953978,-46.59729440070282,SP
2078,-23.50224822474882,-46.59560967129785,SP
2079,-23.499287714127018,-46.60578507967237,SP
2080,-23.497670419903162,-46.605361571706716,SP
2081,-23.495841332603625,-46.60469932466566,SP
2082,-23.49459706456804,-46.60716679313656,SP
2083,-23.49532145559458,-46.59793556042434,SP
2084,-23.497275216798545,-46.59974305553181,SP
2085,-23.497952682648496,-46.6129677377595,SP
2088,-23.50424025971884,-46.620742066583865,SP
2089,-23.51709448459233,-46.616673100755904,SP
2110,-23.519097465042975,-46.59553885431606,SP
2111,-23.51764300121214,-46.5927568776476,SP
2112,-23.517448624283094,-46.59045121964739,SP
2113,-23.517720495682244,-46.589226620340014,SP
2114,-23.522317926702854,-46.590614833179444,SP
2115,-23.526589649122574,-46.59169265929573,SP
2116,-23.520110678826004,-46.585240043057325,SP
2117,-23.51865496410495,-46.59365984819463,SP
2118,-23.515006511347323,-46.592774634882375,SP
2119,-23.51220780313036,-46.59263904944159,SP
2120,-23.51082440244575,-46.593885760245776,SP
2121,-23.512229069220233,-46.58968331880412,SP
2122,-23.511966093580153,-46.58386437718144,SP
2123,-23.511838083991446,-46.579442496039015,SP
2124,-23.50697691302585,-46.57712086357543,SP
2125,-23.50983995240275,-46.58680335489369,SP
2126,-23.506898021382856,-46.59175114788354,SP
2127,-23.50559796845306,-46.587265741108666,SP
2128,-23.50501951707933,-46.593942564083434,SP
2129,-23.50371906481274,-46.588291028965315,SP
2130,-23.50846749738403,-46.58356366642944,SP
2131,-23.504328811869534,-46.58250945058416,SP
2132,-23.501320929534863,-46.57765662787875,SP
2133,-23.499081224420927,-46.584724768458415,SP
2134,-23.498613267408857,-46.57978572229729,SP
2135,-23.49793218940606,-46.584612291700225,SP
2136,-23.498754324236273,-46.58237728186106,SP
2137,-23.49795326926181,-46.57611869717361,SP
2138,-23.493463862708566,-46.57451697635212,SP
2139,-23.49046826593474,-46.57353020032567,SP
2141,-23.488986884986794,-46.57065328067549,SP
2142,-23.510198710701715,-46.576717815473344,SP
2143,-23.507217446152126,-46.574967125819924,SP
2144,-23.50369564795767,-46.570756169824115,SP
2145,-23.50235732946796,-46.56625930442225,SP
2146,-23.50095702331352,-46.57088226395057,SP
2147,-23.498361926574916,-46.565166700263546,SP
2150,-23.49403466917498,-46.568633209704345,SP
2151,-23.496962716414327,-46.56955259688864,SP
2152,-23.49736136522832,-46.572231727088045,SP
2161,-23.490165194182673,-46.569283719186814,SP
2162,-23.49065321384101,-46.56283078535538,SP
2166,-23.525209057038595,-46.58402154568834,SP
2167,-23.522695763662153,-46.581619908769134,SP
2168,-23.520605527352913,-46.579503398158735,SP
2169,-23.549584845417158,-46.62029999286664,SP
2170,-23.525644299521662,-46.57701341026048,SP
2174,-23.522923542862056,-46.57242472056035,SP
2175,-23.515886694400297,-46.574891587302986,SP
2176,-23.513598902883622,-46.5730652850043,SP
2177,-23.50873433614695,-46.5585298971563,SP
2178,-23.521664986950224,-46.570523876507146,SP
2179,-23.520410060508965,-46.568235339069005,SP
2180,-23.519210706362006,-46.56595570648479,SP
2181,-23.51868747737037,-46.56102075954839,SP
2185,-23.51469915477194,-46.56748610841784,SP
2186,-23.51405620319808,-46.5690600622993,SP
2187,-23.515871385977842,-46.56490977736317,SP
2188,-23.509466194005064,-46.566981988420444,SP
2189,-23.507787143908224,-46.567467709487815,SP
2190,-23.5071480542849,-46.563973154457386,SP
2201,-23.486228925529456,-46.592006127066036,SP
2202,-23.49304868290792,-46.59481549706722,SP
2203,-23.491870834979036,-46.59134807783873,SP
2204,-23.48741125450329,-46.59216239463687,SP
2205,-23.48798815884837,-46.59119431348124,SP
2206,-23.48462056971313,-46.59404547791869,SP
2207,-23.485985491921372,-46.588188764979016,SP
2208,-23.483015536791733,-46.58951864576982,SP
2209,-23.485125790212173,-46.58537751870623,SP
2210,-23.48255993586803,-46.582102339606315,SP
2211,-23.4973990036863,-46.59360543538115,SP
2212,-23.495647470348985,-46.58925913931688,SP
2213,-23.496166309003108,-46.58812570952549,SP
2214,-23.49285143776326,-46.58679821915495,SP
2215,-23.49075874535679,-46.58336932471797,SP
2216,-23.49305791256633,-46.57978444125483,SP
2217,-23.490353655303622,-46.58017565573049,SP
2218,-23.486787085002945,-46.58480845970803,SP
2219,-23.490776738309957,-46.5859266188746,SP
2220,-23.489760624425745,-46.5776765153455,SP
2221,-23.481505719547886,-46.5814202328246,SP
2222,-23.48255551983193,-46.57558643715371,SP
2223,-23.48163665026994,-46.58016703941922,SP
2224,-23.484505055041186,-46.57377385004951,SP
2225,-23.48272229501907,-46.575106892239695,SP
2226,-23.480130351279403,-46.573621873819185,SP
2227,-23.478725053779495,-46.57237400394174,SP
2228,-23.475495630292396,-46.5715415501341,SP
2229,-23.476573316835694,-46.56882032587766,SP
2230,-23.483775068199005,-46.56365865538831,SP
2231,-23.47687573682863,-46.56526256366798,SP
2232,-23.475701389862248,-46.56397251801403,SP
2233,-23.477656119687406,-46.56457732269159,SP
2234,-23.47853873640821,-46.56954461942566,SP
2235,-23.479332643151153,-46.575940355471346,SP
2236,-23.472602604059695,-46.568159955945426,SP
2237,-23.513120629647762,-46.58647209667304,SP
2238,-23.471205040999266,-46.57158333882553,SP
2239,-23.485303280703725,-46.609059830413436,SP
2240,-23.477885628196898,-46.602211847348045,SP
2241,-23.49066870653631,-46.60743925992832,SP
2242,-23.487614708512766,-46.60399102375177,SP
2243,-23.491618476616694,-46.60386922937252,SP
2244,-23.488514873849837,-46.60486616491588,SP
2245,-23.48477659087994,-46.60659423636554,SP
2246,-23.488711898944423,-46.601687298155454,SP
2247,-23.486067152325234,-46.60124172356028,SP
2248,-23.48317934819255,-46.59943326870149,SP
2249,-23.48887564674339,-46.597088983102225,SP
2250,-23.486516506481184,-46.59621632352811,SP
2251,-23.477521390725276,-46.59033969656587,SP
2252,-23.47874415112702,-46.58831651709553,SP
2253,-23.479354242089904,-46.59550028538906,SP
2254,-23.481247005440782,-46.59340498656687,SP
2255,-23.476900639653298,-46.591937735170696,SP
2256,-23.475325486280003,-46.58721405336572,SP
2257,-23.472896055236582,-46.583176593543165,SP
2258,-23.475983214969727,-46.58190463603528,SP
2259,-23.471752671094716,-46.580964673989804,SP
2260,-23.469197012597697,-46.57960857271054,SP
2261,-23.467505149821427,-46.577296212716455,SP
2262,-23.46551592940762,-46.574828828447714,SP
2263,-23.46347817391784,-46.57580822260589,SP
2264,-23.46233583222787,-46.57655861353626,SP
2265,-23.474254219342594,-46.5920253605626,SP
2266,-23.477148867774364,-46.59818684545332,SP
2267,-23.478736970872518,-46.60073592895293,SP
2268,-23.469811281575684,-46.59488942723797,SP
2269,-23.47208025174721,-46.595977288016584,SP
2270,-23.472487631945604,-46.593039910178874,SP
2271,-23.46969889118785,-46.58996021925599,SP
2272,-23.469253640421556,-46.58668000150149,SP
2273,-23.463513771636936,-46.586237323090096,SP
2274,-23.46705177563329,-46.58792075620118,SP
2275,-23.465700020271463,-46.59026923297839,SP
2276,-23.46119305435284,-46.58409760247099,SP
2277,-23.46367386503303,-46.5817825928042,SP
2278,-23.462796772074114,-46.579624510066914,SP
2279,-23.466873495666775,-46.58000203721854,SP
2280,-23.455896277911645,-46.575161628150674,SP
2281,-23.45198742890589,-46.57510493774136,SP
2282,-23.44306660990033,-46.56777480774579,SP
2284,-23.46970319641185,-46.56868272083551,SP
2286,-23.40858677491484,-46.57960324340701,SP
2288,-23.433725580177743,-46.57085753408755,SP
2289,-23.41849789635874,-46.582687664273806,SP
2290,-23.600461999607678,-46.65531792495907,SP
2301,-23.488663858002383,-46.61501892936472,SP
2302,-23.48603650517337,-46.61401078807773,SP
2303,-23.48200957368023,-46.61050117980293,SP
2304,-23.480823705875945,-46.60545933153238,SP
2305,-23.480094457602288,-46.60676524219523,SP
2306,-23.46336881154139,-46.603478416618415,SP
2307,-23.480890537528317,-46.607276642692305,SP
2308,-23.476417941223545,-46.604210368193165,SP
2309,-23.47567347689037,-46.60473542606709,SP
2310,-23.472814658449074,-46.600729145013894,SP
2311,-23.4691228896165,-46.60167950362949,SP
2312,-23.464805059922664,-46.59871241697143,SP
2313,-23.463955418022827,-46.599899697845366,SP
2314,-23.462064417366527,-46.599347717327156,SP
2315,-23.45999643122022,-46.59974970395199,SP
2316,-23.46226583678213,-46.59383968992664,SP
2317,-23.45811932550877,-46.593167466510984,SP
2318,-23.45085923626503,-46.59011057457601,SP
2319,-23.44972136038604,-46.59336446361453,SP
2320,-23.45135041804102,-46.59842363518738,SP
2321,-23.44720245920557,-46.58897798076898,SP
2322,-23.44570552343754,-46.59369913299051,SP
2323,-23.45632474871195,-46.60109652657752,SP
2324,-23.47795550890625,-46.59847671510719,SP
2325,-23.45353681848212,-46.58604068922076,SP
2326,-23.47221830106892,-46.6024734008622,SP
2327,-23.4472095087831,-46.56667831327356,SP
2328,-23.51891636478149,-46.597306882292315,SP
2329,-23.48360275125004,-46.6066769879875,SP
2330,-23.48555369372784,-46.61749060119429,SP
2331,-23.4839241728734,-46.61622563477963,SP
2332,-23.48271441228537,-46.62155343982422,SP
2333,-23.48067042467005,-46.62137685302423,SP
2334,-23.48399524579755,-46.61958399301968,SP
2335,-23.483362773855806,-46.617055295327404,SP
2336,-23.481297618595413,-46.616939978784735,SP
2337,-23.47870480306975,-46.614513396023284,SP
2338,-23.47549861453998,-46.61812677962586,SP
2339,-23.477588961157334,-46.615247302560746,SP
2340,-23.459604818253922,-46.61571276329235,SP
2341,-23.465235627066534,-46.615475558502155,SP
2342,-23.47383686606938,-46.61059399785839,SP
2343,-23.468573669859765,-46.605456120792205,SP
2344,-23.46931158161913,-46.610305088387726,SP
2345,-23.46884421165266,-46.61523997261246,SP
2346,-23.471228484637717,-46.60823078789643,SP
2347,-23.464036814263682,-46.607255081725235,SP
2348,-23.46053550596322,-46.611074256410596,SP
2349,-23.459790579302037,-46.60444123792383,SP
2350,-23.460724077996765,-46.6016047944519,SP
2351,-23.45494410609724,-46.59970792586279,SP
2352,-23.454383193070022,-46.59624051557273,SP
2353,-23.452628659785415,-46.60534520521928,SP
2354,-23.455025746216513,-46.60431346669781,SP
2355,-23.45470653310775,-46.61140407247261,SP
2356,-23.450973625996323,-46.61218071978756,SP
2357,-23.44743061592135,-46.61396278005333,SP
2358,-23.45444747938124,-46.60875824890609,SP
2359,-23.44588174360123,-46.61923035751618,SP
2360,-23.436841799653443,-46.57774432064989,SP
2361,-23.43666388027887,-46.581489780273046,SP
2362,-23.47923482606581,-46.57963323557619,SP
2363,-23.432328025304585,-46.576089588461336,SP
2364,-23.433946553560627,-46.58107272782646,SP
2365,-23.445699933359347,-46.58188635586065,SP
2366,-23.467732746409897,-46.6105450979245,SP
2367,-23.462270277161405,-46.59380392478858,SP
2368,-23.40383591429107,-46.578095015905866,SP
2370,-23.462827497476777,-46.621804750826065,SP
2371,-23.45901472098675,-46.618676577171286,SP
2372,-23.46009453860665,-46.62462503200484,SP
2373,-23.45486213553573,-46.61725337322244,SP
